library,precision,k,policy,iteration,time,GFLOPS
mkl,d,8000,spread,1,1.789116,572.349752
mkl,d,8000,spread,2,1.782374,574.514756
mkl,d,8000,spread,3,1.791505,571.586301
mkl,d,8000,spread,4,1.787835,572.759914
mkl,d,8000,spread,5,1.784259,573.907675
mkl,d,9000,false,1,2.393801,609.073182
mkl,d,9000,false,2,2.394579,608.875196
mkl,d,9000,false,3,2.394679,608.849768
mkl,d,9000,false,4,2.417662,603.062040
mkl,d,9000,false,5,2.372133,614.636787
mkl,d,9000,close,1,2.266057,643.408264
mkl,d,9000,close,2,2.408920,605.250603
mkl,d,9000,close,3,2.405566,606.094468
mkl,d,9000,close,4,2.401954,607.005740
mkl,d,9000,close,5,2.409343,605.144239
mkl,d,9000,spread,1,2.394436,608.911688
mkl,d,9000,spread,2,2.402326,606.911923
mkl,d,9000,spread,3,2.406734,605.800101
mkl,d,9000,spread,4,2.406973,605.739982
mkl,d,9000,spread,5,2.407258,605.668384
mkl,d,10000,false,1,3.129757,639.027166
mkl,d,10000,false,2,3.126914,639.608254
mkl,d,10000,false,3,3.128281,639.328780
mkl,d,10000,false,4,3.111631,642.749726
mkl,d,10000,false,5,3.132910,638.384174
mkl,d,10000,close,1,3.284364,608.945873
mkl,d,10000,close,2,3.305153,605.115708
mkl,d,10000,close,3,3.286375,608.573205
mkl,d,10000,close,4,3.296413,606.720057
mkl,d,10000,close,5,3.284517,608.917444
mkl,d,10000,spread,1,3.288089,608.256132
mkl,d,10000,spread,2,3.285927,608.656213
mkl,d,10000,spread,3,3.289007,608.086239
mkl,d,10000,spread,4,3.288109,608.252279
mkl,d,10000,spread,5,3.283675,609.073649
mkl,d,11000,false,1,3.881283,685.855638
mkl,d,11000,false,2,3.934334,676.607606
mkl,d,11000,false,3,3.877193,686.579118
mkl,d,11000,false,4,3.961203,672.018020
mkl,d,11000,false,5,3.941356,675.402075
mkl,d,11000,close,1,4.134955,643.779622
mkl,d,11000,close,2,4.139130,643.130341
mkl,d,11000,close,3,4.141197,642.809303
mkl,d,11000,close,4,4.137258,643.421364
mkl,d,11000,close,5,4.140389,642.934785
mkl,d,11000,spread,1,4.135773,643.652351
mkl,d,11000,spread,2,4.137246,643.423254
mkl,d,11000,spread,3,4.127448,644.950542
mkl,d,11000,spread,4,4.136800,643.492572
mkl,d,11000,spread,5,4.125777,645.211783
mkl,d,12000,false,1,4.905009,704.585840
mkl,d,12000,false,2,4.811529,718.274753
mkl,d,12000,false,3,3.970113,870.504240
mkl,d,12000,false,4,4.811742,718.243029
mkl,d,12000,false,5,4.881390,707.995036
mkl,d,12000,close,1,5.161058,669.630192
mkl,d,12000,close,2,5.177527,667.500191
mkl,d,12000,close,3,5.163437,669.321619
mkl,d,12000,close,4,5.184251,666.634430
mkl,d,12000,close,5,5.173622,668.003902
mkl,d,12000,spread,1,5.750999,600.939088
mkl,d,12000,spread,2,5.164007,669.247692
mkl,d,12000,spread,3,5.170702,668.381256
mkl,d,12000,spread,4,5.169280,668.565033
mkl,d,12000,spread,5,5.178232,667.409214
mkl,d,13000,false,1,5.926370,741.431943
mkl,d,13000,false,2,6.059145,725.184819
mkl,d,13000,false,3,5.927884,741.242567
mkl,d,13000,false,4,5.955413,737.816181
mkl,d,13000,false,5,7.457753,589.185532
mkl,d,13000,close,1,6.388111,687.840228
mkl,d,13000,close,2,6.381013,688.605429
mkl,d,13000,close,3,6.354735,691.452952
mkl,d,13000,close,4,7.226629,608.028990
mkl,d,13000,close,5,6.393213,687.291347
mkl,d,13000,spread,1,6.363815,690.466376
mkl,d,13000,spread,2,6.361091,690.762005
mkl,d,13000,spread,3,7.423344,591.916549
mkl,d,13000,spread,4,6.410603,685.426945
mkl,d,13000,spread,5,6.376582,689.083852
mkl,d,14000,false,1,8.976308,611.387235
mkl,d,14000,false,2,8.952778,612.994062
mkl,d,14000,false,3,8.945856,613.468431
mkl,d,14000,false,4,8.937180,614.063920
mkl,d,14000,false,5,9.007485,609.271095
mkl,d,14000,close,1,9.105595,602.706334
mkl,d,14000,close,2,9.134945,600.769907
mkl,d,14000,close,3,9.116484,601.986453
mkl,d,14000,close,4,9.036678,607.302842
mkl,d,14000,close,5,9.114887,602.091960
mkl,d,14000,spread,1,9.105048,602.742544
mkl,d,14000,spread,2,9.075894,604.678698
mkl,d,14000,spread,3,9.104644,602.769326
mkl,d,14000,spread,4,9.124928,601.429405
mkl,d,14000,spread,5,9.136840,600.645323
mkl,d,15000,false,1,11.106169,607.770318
mkl,d,15000,false,2,10.608667,636.272203
mkl,d,15000,false,3,10.567928,638.725027
mkl,d,15000,false,4,10.684518,631.755193
mkl,d,15000,false,5,10.809354,624.459137
mkl,d,15000,close,1,10.914022,618.470426
mkl,d,15000,close,2,10.901697,619.169630
mkl,d,15000,close,3,10.882089,620.285295
mkl,d,15000,close,4,10.856878,621.725715
mkl,d,15000,close,5,10.880322,620.386032
mkl,d,15000,spread,1,10.812523,624.276109
mkl,d,15000,spread,2,10.897433,619.411928
mkl,d,15000,spread,3,10.920153,618.123200
mkl,d,15000,spread,4,10.901440,619.184271
mkl,d,15000,spread,5,10.871072,620.913904
mkl,d,16000,false,1,9.621958,851.386005
mkl,d,16000,false,2,9.620724,851.495135
mkl,d,16000,false,3,9.404759,871.048350
mkl,d,16000,false,4,9.662640,847.801398
mkl,d,16000,false,5,9.622118,851.371792
mkl,d,16000,close,1,10.148659,807.200240
mkl,d,16000,close,2,10.102284,810.905717
mkl,d,16000,close,3,9.685917,845.763983
mkl,d,16000,close,4,9.123251,897.925577
mkl,d,16000,close,5,10.097340,811.302804
mkl,d,16000,spread,1,10.156442,806.581691
mkl,d,16000,spread,2,9.724523,842.406401
mkl,d,16000,spread,3,10.116376,809.776172
mkl,d,16000,spread,4,10.117157,809.713653
mkl,d,16000,spread,5,9.420414,869.600885
mkl,d,17000,false,1,11.117965,883.794851
mkl,d,17000,false,2,14.243278,689.869289
mkl,d,17000,false,3,12.859593,764.098848
mkl,d,17000,false,4,12.875247,763.169822
mkl,d,17000,false,5,15.372737,639.183501
mkl,d,17000,close,1,15.039743,653.335626
mkl,d,17000,close,2,10.242935,959.295362
mkl,d,17000,close,3,15.004273,654.880119
mkl,d,17000,close,4,15.073874,651.856337
mkl,d,17000,close,5,11.771179,834.750678
mkl,d,17000,spread,1,11.710695,839.062044
mkl,d,17000,spread,2,15.080809,651.556539
mkl,d,17000,spread,3,11.774226,834.534717
mkl,d,17000,spread,4,14.436725,680.625293
mkl,d,17000,spread,5,11.750952,836.187572
mkl,d,18000,false,1,17.179802,678.936800
mkl,d,18000,false,2,17.224802,677.163078
mkl,d,18000,false,3,17.331588,672.990836
mkl,d,18000,false,4,17.081071,682.861154
mkl,d,18000,false,5,17.259112,675.816917
mkl,d,18000,close,1,17.125897,681.073824
mkl,d,18000,close,2,16.436769,709.628527
mkl,d,18000,close,3,16.382273,711.989124
mkl,d,18000,close,4,16.370644,712.494895
mkl,d,18000,close,5,16.441150,709.439413
mkl,d,18000,spread,1,16.347566,713.500728
mkl,d,18000,spread,2,16.388224,711.730555
mkl,d,18000,spread,3,16.420149,710.346799
mkl,d,18000,spread,4,16.334596,714.067265
mkl,d,18000,spread,5,16.373046,712.390347
mkl,d,19000,false,1,21.827110,628.484488
mkl,d,19000,false,2,18.972318,723.053437
mkl,d,19000,false,3,18.874564,726.798250
mkl,d,19000,false,4,21.159501,648.313959
mkl,d,19000,false,5,19.632942,698.723618
mkl,d,19000,close,1,17.456643,785.832630
mkl,d,19000,close,2,20.488045,669.561213
mkl,d,19000,close,3,22.127512,619.952215
mkl,d,19000,close,4,17.658366,776.855583
mkl,d,19000,close,5,17.626480,778.260883
mkl,d,19000,spread,1,17.641609,777.593477
mkl,d,19000,spread,2,17.479227,784.817302
mkl,d,19000,spread,3,17.675652,776.095859
